Country,Donor,Sector,Year,Amount_USD,Region
Nigeria,John D. and Catherine T. MacArthur Foundation,I.5.a. Government & Civil Society-general,2022,1.50,Sub-Saharan Africa
Bangladesh,International Finance Corporation,III.2.a. Industry,2022,1.50,South Asia
Sri Lanka,Global Fund,I.2.b. Basic Health,2022,1.50,Other
Mongolia,International Development Association,III.1.a. Agriculture,2022,1.50,East Asia
Ethiopia,Conrad N. Hilton Foundation,I.4. Water Supply & Sanitation,2022,1.50,Sub-Saharan Africa
Ghana,International Development Association,I.3. Population Policies/Programmes & Reproductive Health,2022,1.50,Sub-Saharan Africa
Nigeria,Canada,I.5.a. Government & Civil Society-general,2022,1.50,Sub-Saharan Africa
Ethiopia,Conrad N. Hilton Foundation,I.4. Water Supply & Sanitation,2022,1.50,Sub-Saharan Africa
Nepal,Asian Development Bank,I.6. Other Social Infrastructure & Services,2022,1.50,South Asia
Nigeria,Bill & Melinda Gates Foundation,I.2.b. Basic Health,2022,1.50,Sub-Saharan Africa
Ethiopia,Bill & Melinda Gates Foundation,I.2.b. Basic Health,2022,1.50,Sub-Saharan Africa
Indonesia,Global Environment Facility,IV.1. General Environment Protection,2022,1.50,Southeast Asia
Indonesia,Arcus Foundation,IV.1. General Environment Protection,2022,1.50,Southeast Asia
Mongolia,Korea,II.1. Transport & Storage,2022,1.49,East Asia
Pakistan,International Development Association,IV.1. General Environment Protection,2022,1.49,South Asia
Ghana,Mastercard Foundation,"I.1.a. Education, Level Unspecified",2022,1.49,Sub-Saharan Africa
Pakistan,Bill & Melinda Gates Foundation,I.3. Population Policies/Programmes & Reproductive Health,2022,1.49,South Asia
India,Germany,II.1. Transport & Storage,2022,1.49,South Asia
India,United Kingdom,III.1.a. Agriculture,2022,1.49,South Asia
India,Asian Development Bank,I.4. Water Supply & Sanitation,2022,1.49,South Asia
Kenya,EU Institutions,"II.3.b. Energy generation, renewable sources",2022,1.49,Sub-Saharan Africa
Pakistan,Bill & Melinda Gates Foundation,I.2.b. Basic Health,2022,1.49,South Asia
Ghana,United States,I.2.b. Basic Health,2022,1.49,Sub-Saharan Africa
Bangladesh,United States,II.3.f. Energy distribution,2022,1.49,South Asia
Ghana,Leona M. and Harry B. Helmsley Charitable Trust,I.4. Water Supply & Sanitation,2022,1.49,Sub-Saharan Africa
Bangladesh,United States,VIII.3. Disaster Prevention & Preparedness,2022,1.49,South Asia
India,Asian Development Bank,I.4. Water Supply & Sanitation,2022,1.49,South Asia
Indonesia,Global Environment Facility,III.1.c. Fishing,2022,1.49,Southeast Asia
Kenya,Global Alliance for Vaccines and Immunization,I.2.b. Basic Health,2022,1.49,Sub-Saharan Africa
Kenya,EU Institutions,II.1. Transport & Storage,2022,1.49,Sub-Saharan Africa
Indonesia,Australia,I.2.b. Basic Health,2022,1.49,Southeast Asia
Ethiopia,Japan,I.4. Water Supply & Sanitation,2022,1.48,Sub-Saharan Africa
Bangladesh,Australia,III.1.a. Agriculture,2022,1.48,South Asia
Nepal,Japan,II.3.a. Energy Policy,2022,1.48,South Asia
Nepal,Japan,IV.2. Other Multisector,2022,1.48,South Asia
Kenya,Japan,III.1.a. Agriculture,2022,1.48,Sub-Saharan Africa
Philippines,Japan,I.2.b. Basic Health,2022,1.48,Southeast Asia
Pakistan,Japan,II.3.a. Energy Policy,2022,1.48,South Asia
Indonesia,Germany,I.1.c. Secondary Education,2022,1.48,Southeast Asia
Kenya,Switzerland,III.1.a. Agriculture,2022,1.48,Sub-Saharan Africa
India,IKEA Foundation,I.1.c. Secondary Education,2022,1.48,South Asia
Bangladesh,United Kingdom,"I.5.b. Conflict, Peace & Security",2022,1.48,South Asia
Ethiopia,Netherlands,IV.2. Other Multisector,2022,1.48,Sub-Saharan Africa
India,Germany,II.3.a. Energy Policy,2022,1.48,South Asia
Nigeria,United States,VIII.1. Emergency Response,2022,1.48,Sub-Saharan Africa
Ethiopia,Sweden,IV.2. Other Multisector,2022,1.48,Sub-Saharan Africa
Indonesia,Margaret A. Cargill Foundation,IV.1. General Environment Protection,2022,1.48,Southeast Asia
Bangladesh,Sweden,I.6. Other Social Infrastructure & Services,2022,1.48,South Asia
Philippines,United States,I.5.a. Government & Civil Society-general,2022,1.48,Southeast Asia
Nigeria,Sweden,VIII.1. Emergency Response,2022,1.48,Sub-Saharan Africa
Bangladesh,Sweden,IV.2. Other Multisector,2022,1.48,South Asia
Ethiopia,Sweden,I.5.a. Government & Civil Society-general,2022,1.48,Sub-Saharan Africa
India,United States,Administrative Costs of Donors,2022,1.48,South Asia
Nigeria,Sweden,VIII.1. Emergency Response,2022,1.48,Sub-Saharan Africa
Nigeria,Sweden,VIII.1. Emergency Response,2022,1.48,Sub-Saharan Africa
Nepal,United States,I.4. Water Supply & Sanitation,2022,1.48,South Asia
Kenya,EU Institutions,I.2.b. Basic Health,2022,1.48,Sub-Saharan Africa
Nepal,Private Infrastructure Development Group,"II.3.b. Energy generation, renewable sources",2022,1.48,South Asia
Nigeria,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.47,Sub-Saharan Africa
Uzbekistan,United States,IV.2. Other Multisector,2022,1.47,Central Asia
India,United Kingdom,II.4. Banking & Financial Services,2022,1.47,South Asia
India,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.47,South Asia
Myanmar,United States,VIII.1. Emergency Response,2022,1.47,Southeast Asia
Nigeria,United States,VIII.1. Emergency Response,2022,1.47,Sub-Saharan Africa
Pakistan,Italy,I.5.a. Government & Civil Society-general,2022,1.47,South Asia
India,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.47,South Asia
Bangladesh,International Development Association,I.6. Other Social Infrastructure & Services,2022,1.47,South Asia
Ethiopia,IKEA Foundation,"II.3.b. Energy generation, renewable sources",2022,1.47,Sub-Saharan Africa
Indonesia,Switzerland,I.1.c. Secondary Education,2022,1.47,Southeast Asia
Bangladesh,United Kingdom,I.1.b. Basic Education,2022,1.47,South Asia
Ethiopia,Switzerland,VIII.1. Emergency Response,2022,1.47,Sub-Saharan Africa
Bangladesh,Canada,I.6. Other Social Infrastructure & Services,2022,1.47,South Asia
Kenya,International Development Association,"II.3.b. Energy generation, renewable sources",2022,1.47,Sub-Saharan Africa
Ethiopia,Switzerland,VIII.1. Emergency Response,2022,1.47,Sub-Saharan Africa
India,Bill & Melinda Gates Foundation,I.5.a. Government & Civil Society-general,2022,1.46,South Asia
Kenya,United Kingdom,VIII.3. Disaster Prevention & Preparedness,2022,1.46,Sub-Saharan Africa
Pakistan,International Development Association,VIII.3. Disaster Prevention & Preparedness,2022,1.46,South Asia
Ghana,International Development Association,II.1. Transport & Storage,2022,1.46,Sub-Saharan Africa
India,United Kingdom,III.3.a. Trade Policies & Regulations,2022,1.46,South Asia
Philippines,Korea,III.2.c. Construction,2022,1.46,Southeast Asia
Ethiopia,Germany,II.5. Business & Other Services,2022,1.46,Sub-Saharan Africa
Ghana,Fondation Botnar,I.2.c. Non-communicable diseases (NCDs),2022,1.46,Sub-Saharan Africa
India,Fondation Botnar,I.2.c. Non-communicable diseases (NCDs),2022,1.46,South Asia
Indonesia,Fondation Botnar,I.2.c. Non-communicable diseases (NCDs),2022,1.46,Southeast Asia
Bangladesh,Asian Development Bank,IV.2. Other Multisector,2022,1.46,South Asia
Bangladesh,Asian Development Bank,I.4. Water Supply & Sanitation,2022,1.46,South Asia
Kenya,United States,I.4. Water Supply & Sanitation,2022,1.46,Sub-Saharan Africa
Pakistan,UNICEF,Administrative Costs of Donors,2022,1.46,South Asia
Kenya,EU Institutions,III.2.a. Industry,2022,1.46,Sub-Saharan Africa
Pakistan,Switzerland,I.1.b. Basic Education,2022,1.46,South Asia
India,Norway,"I.2.a. Health, General",2022,1.46,South Asia
Ethiopia,Sweden,VIII.1. Emergency Response,2022,1.46,Sub-Saharan Africa
Kenya,EU Institutions,I.1.c. Secondary Education,2022,1.46,Sub-Saharan Africa
India,UN Development Coordination Office,I.5.a. Government & Civil Society-general,2022,1.46,South Asia
Ethiopia,Japan,I.4. Water Supply & Sanitation,2022,1.46,Sub-Saharan Africa
Kenya,Italy,III.1.a. Agriculture,2022,1.46,Sub-Saharan Africa
Myanmar,Japan,VI.2. Development Food Assistance,2022,1.46,Southeast Asia
Ethiopia,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.46,Sub-Saharan Africa
Nigeria,UNHCR,VIII.1. Emergency Response,2022,1.46,Sub-Saharan Africa
Bangladesh,Australia,VIII.1. Emergency Response,2022,1.46,South Asia
Ghana,United States,Administrative Costs of Donors,2022,1.45,Sub-Saharan Africa
Philippines,Japan,II.3.a. Energy Policy,2022,1.45,Southeast Asia
Philippines,Japan,IV.2. Other Multisector,2022,1.45,Southeast Asia
Ethiopia,Italy,I.4. Water Supply & Sanitation,2022,1.45,Sub-Saharan Africa
Myanmar,Denmark,VIII.1. Emergency Response,2022,1.45,Southeast Asia
Myanmar,Denmark,II.5. Business & Other Services,2022,1.45,Southeast Asia
Uzbekistan,Japan,"II.3.c. Energy generation, non-renewable sources",2022,1.45,Central Asia
Nepal,EU Institutions,III.3.a. Trade Policies & Regulations,2022,1.45,South Asia
Nepal,International Development Association,III.1.a. Agriculture,2022,1.45,South Asia
Bangladesh,International Development Association,I.6. Other Social Infrastructure & Services,2022,1.45,South Asia
Mongolia,Asian Development Bank,II.1. Transport & Storage,2022,1.45,East Asia
Ethiopia,UN Women,I.5.a. Government & Civil Society-general,2022,1.45,Sub-Saharan Africa
India,Global Environment Facility,IV.1. General Environment Protection,2022,1.45,South Asia
Uzbekistan,Korea,IV.2. Other Multisector,2022,1.45,Central Asia
India,United Kingdom,II.4. Banking & Financial Services,2022,1.45,South Asia
Nepal,Asian Development Bank,I.4. Water Supply & Sanitation,2022,1.45,South Asia
Nepal,EU Institutions,I.5.a. Government & Civil Society-general,2022,1.45,South Asia
Kenya,Bill & Melinda Gates Foundation,I.2.b. Basic Health,2022,1.45,Sub-Saharan Africa
Bangladesh,Asian Development Bank,II.3.f. Energy distribution,2022,1.45,South Asia
Philippines,United States,I.5.a. Government & Civil Society-general,2022,1.45,Southeast Asia
Nigeria,UNICEF,I.2.b. Basic Health,2022,1.45,Sub-Saharan Africa
Nepal,Asian Development Bank,I.4. Water Supply & Sanitation,2022,1.45,South Asia
Pakistan,United States,"I.5.b. Conflict, Peace & Security",2022,1.45,South Asia
Kenya,United States,Administrative Costs of Donors,2022,1.45,Sub-Saharan Africa
Nepal,United States,I.2.b. Basic Health,2022,1.45,South Asia
Ethiopia,United States,VIII.1. Emergency Response,2022,1.44,Sub-Saharan Africa
Ghana,United States,"I.1.a. Education, Level Unspecified",2022,1.44,Sub-Saharan Africa
Mongolia,Asian Development Bank,I.6. Other Social Infrastructure & Services,2022,1.44,East Asia
Ethiopia,Bill & Melinda Gates Foundation,I.5.a. Government & Civil Society-general,2022,1.44,Sub-Saharan Africa
Ethiopia,United States,VIII.1. Emergency Response,2022,1.44,Sub-Saharan Africa
India,United States,I.2.b. Basic Health,2022,1.44,South Asia
Myanmar,United States,III.1.a. Agriculture,2022,1.44,Southeast Asia
Kenya,Bill & Melinda Gates Foundation,I.2.c. Non-communicable diseases (NCDs),2022,1.44,Sub-Saharan Africa
Mongolia,European Bank for Reconstruction and Development,IX. Unallocated / Unspecified,2022,1.44,East Asia
India,United States,I.2.b. Basic Health,2022,1.44,South Asia
Sri Lanka,United States,II.5. Business & Other Services,2022,1.44,Other
Myanmar,EU Institutions,I.6. Other Social Infrastructure & Services,2022,1.44,Southeast Asia
Kenya,EU Institutions,IV.1. General Environment Protection,2022,1.44,Sub-Saharan Africa
Myanmar,Australia,IV.2. Other Multisector,2022,1.44,Southeast Asia
Pakistan,Germany,I.5.a. Government & Civil Society-general,2022,1.44,South Asia
Sri Lanka,France,I.4. Water Supply & Sanitation,2022,1.44,Other
Bangladesh,International Development Association,III.1.c. Fishing,2022,1.44,South Asia
India,International Bank for Reconstruction and Development,II.1. Transport & Storage,2022,1.44,South Asia
Mongolia,Global Environment Facility,IV.1. General Environment Protection,2022,1.43,East Asia
Bangladesh,Islamic Development Bank,II.1. Transport & Storage,2022,1.43,South Asia
Bangladesh,Islamic Development Bank,I.4. Water Supply & Sanitation,2022,1.43,South Asia
Bangladesh,Global Alliance for Vaccines and Immunization,I.2.b. Basic Health,2022,1.43,South Asia
Myanmar,Thailand,I.2.b. Basic Health,2022,1.43,Southeast Asia
Philippines,EU Institutions,VIII.1. Emergency Response,2022,1.43,Southeast Asia
Ghana,Austria,IX. Unallocated / Unspecified,2022,1.43,Sub-Saharan Africa
Indonesia,United States,IV.2. Other Multisector,2022,1.43,Southeast Asia
Kenya,United States,I.2.b. Basic Health,2022,1.43,Sub-Saharan Africa
Nigeria,EU Institutions,VIII.1. Emergency Response,2022,1.43,Sub-Saharan Africa
Uzbekistan,EU Institutions,IV.2. Other Multisector,2022,1.43,Central Asia
Ethiopia,EU Institutions,VIII.1. Emergency Response,2022,1.43,Sub-Saharan Africa
India,United States,I.2.b. Basic Health,2022,1.43,South Asia
Nigeria,United States,VIII.1. Emergency Response,2022,1.43,Sub-Saharan Africa
Ethiopia,United States,Administrative Costs of Donors,2022,1.43,Sub-Saharan Africa
Myanmar,Sweden,VIII.1. Emergency Response,2022,1.43,Southeast Asia
Nigeria,United States,VIII.1. Emergency Response,2022,1.43,Sub-Saharan Africa
Ethiopia,UNDP,IX. Unallocated / Unspecified,2022,1.43,Sub-Saharan Africa
Pakistan,Japan,I.4. Water Supply & Sanitation,2022,1.43,South Asia
India,Bill & Melinda Gates Foundation,I.2.b. Basic Health,2022,1.42,South Asia
Indonesia,Japan,I.6. Other Social Infrastructure & Services,2022,1.42,Southeast Asia
Philippines,Japan,VIII.1. Emergency Response,2022,1.42,Southeast Asia
Indonesia,Japan,I.2.b. Basic Health,2022,1.42,Southeast Asia
Myanmar,Australia,VIII.1. Emergency Response,2022,1.42,Southeast Asia
Kenya,Global Environment Facility,III.1.b. Forestry,2022,1.42,Sub-Saharan Africa
Kenya,Germany,III.1.a. Agriculture,2022,1.42,Sub-Saharan Africa
India,Children's Investment Fund Foundation,IV.1. General Environment Protection,2022,1.42,South Asia
Indonesia,Germany,IV.2. Other Multisector,2022,1.42,Southeast Asia
Sri Lanka,United Kingdom,IV.2. Other Multisector,2022,1.42,Other
Pakistan,United Kingdom,"I.1.a. Education, Level Unspecified",2022,1.42,South Asia
Kenya,EU Institutions,II.1. Transport & Storage,2022,1.42,Sub-Saharan Africa
Kenya,UNICEF,Administrative Costs of Donors,2022,1.42,Sub-Saharan Africa
India,Michael & Susan Dell Foundation,I.1.c. Secondary Education,2022,1.42,South Asia
India,United Kingdom,I.2.b. Basic Health,2022,1.42,South Asia
Ethiopia,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.42,Sub-Saharan Africa
Sri Lanka,United States,I.1.b. Basic Education,2022,1.42,Other
India,Bill & Melinda Gates Foundation,"I.2.a. Health, General",2022,1.42,South Asia
India,Bill & Melinda Gates Foundation,"I.2.a. Health, General",2022,1.42,South Asia
Kenya,EU Institutions,III.1.a. Agriculture,2022,1.41,Sub-Saharan Africa
Bangladesh,United States,VIII.1. Emergency Response,2022,1.41,South Asia
India,United States,I.2.b. Basic Health,2022,1.41,South Asia
Nepal,Asian Development Bank,II.3.f. Energy distribution,2022,1.41,South Asia
Bangladesh,United States,IV.1. General Environment Protection,2022,1.41,South Asia
Kenya,Netherlands,I.4. Water Supply & Sanitation,2022,1.41,Sub-Saharan Africa
Nigeria,United States,I.2.b. Basic Health,2022,1.41,Sub-Saharan Africa
Kenya,United States,"I.2.a. Health, General",2022,1.41,Sub-Saharan Africa
Pakistan,Germany,VIII.1. Emergency Response,2022,1.41,South Asia
Uzbekistan,Japan,"II.3.c. Energy generation, non-renewable sources",2022,1.41,Central Asia
Kenya,Denmark,I.2.b. Basic Health,2022,1.41,Sub-Saharan Africa
Bangladesh,Denmark,IV.2. Other Multisector,2022,1.41,South Asia
Ethiopia,Denmark,I.6. Other Social Infrastructure & Services,2022,1.41,Sub-Saharan Africa
Pakistan,Denmark,VIII.1. Emergency Response,2022,1.41,South Asia
Ethiopia,Denmark,VIII.1. Emergency Response,2022,1.41,Sub-Saharan Africa
Kenya,Denmark,I.4. Water Supply & Sanitation,2022,1.41,Sub-Saharan Africa
Bangladesh,Denmark,III.1.a. Agriculture,2022,1.41,South Asia
Ethiopia,International Development Association,III.2.a. Industry,2022,1.41,Sub-Saharan Africa
Sri Lanka,International Development Association,I.2.b. Basic Health,2022,1.41,Other
Indonesia,Switzerland,II.4. Banking & Financial Services,2022,1.41,Southeast Asia
Ethiopia,Germany,VIII.1. Emergency Response,2022,1.41,Sub-Saharan Africa
Nepal,United Kingdom,"I.2.a. Health, General",2022,1.41,South Asia
Pakistan,Korea,I.5.a. Government & Civil Society-general,2022,1.41,South Asia
Myanmar,Switzerland,I.2.b. Basic Health,2022,1.41,Southeast Asia
Ethiopia,International Development Association,II.2. Communications,2022,1.41,Sub-Saharan Africa
India,Asian Development Bank,IV.2. Other Multisector,2022,1.40,South Asia
India,International Bank for Reconstruction and Development,I.5.a. Government & Civil Society-general,2022,1.40,South Asia
Nepal,OPEC Fund for International Development,III.1.a. Agriculture,2022,1.40,South Asia
Ethiopia,International Development Association,IV.1. General Environment Protection,2022,1.40,Sub-Saharan Africa
Philippines,United States,II.2. Communications,2022,1.40,Southeast Asia
Nigeria,United States,I.3. Population Policies/Programmes & Reproductive Health,2022,1.40,Sub-Saharan Africa
Nigeria,World Diabetes Foundation,I.2.c. Non-communicable diseases (NCDs),2022,1.40,Sub-Saharan Africa
Ethiopia,Bill & Melinda Gates Foundation,"I.2.a. Health, General",2022,1.40,Sub-Saharan Africa
Pakistan,EU Institutions,VIII.1. Emergency Response,2022,1.40,South Asia
